id,first_name,last_name,email,phone,city,country,devices
287,Jan,Daniels,Jan.Daniels@example.com,305-449-8274,Montreal, Canada,"['Android', 'Desktop']"
290,Brenda,Ingram,Brenda.Ingram@example.com,919-358-6885,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
292,Anya,Bray,Anya.Bray@example.com,396-900-5179,Toronto, Canada,['Iphone']
303,Nikita,Marquez,Nikita.Marquez@example.com,492-815-1793,Montreal, Canada,['Android']
309,Barnaby,Payne,Barnaby.Payne@example.com,140-296-7511,London, United Kingdom,['Android']
317,Bessie,Cuevas,Bessie.Cuevas@example.com,629-379-6872,Toronto, Canada,"['Android', 'Iphone']"
318,Mario,Luna,Mario.Luna@example.com,547-624-3479,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
323,Seren,Rocha,Seren.Rocha@example.com,880-236-4632,Toronto, Canada,['Iphone']
324,Thea,Hamilton,Thea.Hamilton@example.com,868-547-6826,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
325,Matilda,Griffin,Matilda.Griffin@example.com,176-758-4552,Toronto, Canada,"['Android', 'Iphone']"
327,Oliver,Sanford,Oliver.Sanford@example.com,628-646-1375,Toronto, Canada,"['Android', 'Iphone']"
330,Abubakar,Shaffer,Abubakar.Shaffer@example.com,404-849-9394,Barcelona, Spain,['Android']
334,Elisabeth,Tran,Elisabeth.Tran@example.com,363-441-2226,London, United Kingdom,"['Android', 'Desktop']"
336,Katrina,Foster,Katrina.Foster@example.com,497-544-5065,London, United Kingdom,"['Android', 'Iphone']"
338,Patricia,John,Patricia.John@example.com,338-345-6084,Barcelona, Spain,['Desktop']
339,Sahil,Lyons,Sahil.Lyons@example.com,494-702-9881,Montreal, Canada,"['Android', 'Desktop']"
344,Randy,Edwards,Randy.Edwards@example.com,935-107-2953,Barcelona, Spain,['Iphone']
346,Caiden,Kaufman,Caiden.Kaufman@example.com,805-349-3127,Montreal, Canada,['Desktop']
353,Jennie,Monroe,Jennie.Monroe@example.com,613-385-2077,Montreal, Canada,['Desktop']
355,Dawid,Lozano,Dawid.Lozano@example.com,410-788-9917,Toronto, Canada,['Iphone']
356,Romeo,Martin,Romeo.Martin@example.com,834-460-4855,Toronto, Canada,"['Desktop', 'Iphone']"
358,Sadie,Hammond,Sadie.Hammond@example.com,799-609-4421,Barcelona, Spain,"['Android', 'Iphone']"
360,Judy,Clayton,Judy.Clayton@example.com,757-533-4647,Paris, France,"['Android', 'Iphone']"
365,Martina,Moran,Martina.Moran@example.com,641-323-9929,Toronto, Canada,['Desktop']
369,Reggie,Strong,Reggie.Strong@example.com,459-645-8476,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
379,Leanne,Cordova,Leanne.Cordova@example.com,514-225-7453,Paris, France,['Desktop']
380,James,Warner,James.Warner@example.com,839-312-5829,Toronto, Canada,['Iphone']
382,Zachery,Snow,Zachery.Snow@example.com,354-295-2894,Toronto, Canada,['Iphone']
383,Owen,Michael,Owen.Michael@example.com,178-910-8863,Toronto, Canada,['Iphone']
389,Levi,Hoffman,Levi.Hoffman@example.com,442-352-9243,London, United Kingdom,"['Android', 'Iphone']"
390,Camilla,Wells,Camilla.Wells@example.com,149-482-9546,London, United Kingdom,"['Android', 'Desktop']"
392,Kyle,Joseph,Kyle.Joseph@example.com,499-600-6164,Toronto, Canada,"['Android', 'Desktop']"
393,Timothy,Jacobs,Timothy.Jacobs@example.com,105-356-5519,Barcelona, Spain,"['Android', 'Desktop']"
396,Penny,Hanson,Penny.Hanson@example.com,853-297-6593,Toronto, Canada,['Desktop']
398,Myrtle,Lewis,Myrtle.Lewis@example.com,727-289-2785,London, United Kingdom,"['Android', 'Desktop', 'Iphone']"
403,Tariq,Holman,Tariq.Holman@example.com,734-647-8275,Paris, France,"['Desktop', 'Iphone']"
405,Cecily,Blaese,Cecily.Blaese@example.com,234-446-2115,Toronto, Canada,"['Desktop', 'Iphone']"
406,Gideon,Perez,Gideon.Perez@example.com,135-944-5781,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
407,Trinity,Mora,Trinity.Mora@example.com,406-645-2610,Toronto, Canada,['Android']
411,Candice,Hooper,Candice.Hooper@example.com,382-506-1338,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
412,Omar,Clements,Omar.Clements@example.com,998-234-1057,Barcelona, Spain,['Desktop']
420,Pablo,Benton,Pablo.Benton@example.com,918-474-3062,London, United Kingdom,['Android']
426,Bill,Chen,Bill.Chen@example.com,264-895-1912,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
427,Lola,Vaughan,Lola.Vaughan@example.com,722-400-6707,Paris, France,['Desktop']
428,Abi,Montgomery,Abi.Montgomery@example.com,904-933-1987,Montreal, Canada,['Desktop']
429,Mike,Hurst,Mike.Hurst@example.com,488-247-6930,Montreal, Canada,"['Desktop', 'Iphone']"
433,Angelo,Manning,Angelo.Manning@example.com,182-351-6749,Toronto, Canada,['Android']
439,Leona,Daugherty,Leona.Daugherty@example.com,815-288-7354,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
442,Lenny,Hardy,Lenny.Hardy@example.com,618-571-1851,Toronto, Canada,"['Desktop', 'Iphone']"
446,Julius,Marquez,Julius.Marquez@example.com,189-235-8167,Montreal, Canada,"['Desktop', 'Iphone']"
448,Amna,Garner,Amna.Garner@example.com,157-518-8037,Paris, France,"['Android', 'Desktop', 'Iphone']"
449,Raja,Hull,Raja.Hull@example.com,209-644-4005,Toronto, Canada,"['Android', 'Desktop']"
450,Rio,Suarez,Rio.Suarez@example.com,304-182-8487,Paris, France,"['Desktop', 'Iphone']"
456,Larry,Clay,Larry.Clay@example.com,151-494-2927,Montreal, Canada,['Iphone']
465,Karen,Robles,Karen.Robles@example.com,144-367-7871,Barcelona, Spain,['Desktop']
466,Charis,Cotton,Charis.Cotton@example.com,598-771-1224,Toronto, Canada,['Desktop']
468,Cassie,Gaines,Cassie.Gaines@example.com,496-692-2413,Paris, France,"['Desktop', 'Iphone']"
470,Kyla,Brennan,Kyla.Brennan@example.com,440-863-6538,Toronto, Canada,['Desktop']
473,Hayden,Lucas,Hayden.Lucas@example.com,527-308-6637,Montreal, Canada,"['Android', 'Desktop']"
474,Willard,Gray,Willard.Gray@example.com,894-914-4304,Paris, France,"['Android', 'Desktop', 'Iphone']"
475,Sophie,Lindsey,Sophie.Lindsey@example.com,392-864-7558,Paris, France,['Desktop']
476,Sabrina,Becker,Sabrina.Becker@example.com,895-364-8107,Toronto, Canada,['Android']
477,Dillon,Cisneros,Dillon.Cisneros@example.com,304-384-6230,Paris, France,"['Android', 'Desktop', 'Iphone']"
479,Terence,Rosales,Terence.Rosales@example.com,298-641-6696,Toronto, Canada,"['Desktop', 'Iphone']"
482,Ahmad,Patrick,Ahmad.Patrick@example.com,875-486-1626,Toronto, Canada,"['Android', 'Iphone']"
483,Christine,Davenport,Christine.Davenport@example.com,168-853-2168,Montreal, Canada,['Iphone']
484,Lowri,Brady,Lowri.Brady@example.com,116-274-4785,Toronto, Canada,"['Android', 'Iphone']"
485,Ashley,Cain,Ashley.Cain@example.com,679-244-6655,London, United Kingdom,['Desktop']
488,Jenson,Carlson,Jenson.Carlson@example.com,282-249-3068,Paris, France,"['Android', 'Desktop', 'Iphone']"
496,Micheal,Maldonado,Micheal.Maldonado@example.com,895-850-8289,London, United Kingdom,['Desktop']
500,Alexandra,Young,Alexandra.Young@example.com,425-414-7823,Barcelona, Spain,"['Android', 'Desktop']"
502,Imran,Page,Imran.Page@example.com,203-209-8114,Montreal, Canada,"['Desktop', 'Iphone']"
503,Jim,Moses,Jim.Moses@example.com,560-446-1279,London, United Kingdom,['Iphone']
505,Bessie,Conley,Bessie.Conley@example.com,128-912-7282,London, United Kingdom,['Iphone']
523,Ameera,Kirby,Ameera.Kirby@example.com,611-776-9890,London, United Kingdom,"['Android', 'Desktop']"
536,Orla,Monroe,Orla.Monroe@example.com,200-722-3778,Toronto, Canada,"['Desktop', 'Iphone']"
537,Bronwyn,Hanna,Bronwyn.Hanna@example.com,763-469-4049,Toronto, Canada,['Android']
539,Ruth,Stone,Ruth.Stone@example.com,429-930-9178,Montreal, Canada,"['Android', 'Iphone']"
541,Elysia,Schaefer,Elysia.Schaefer@example.com,264-321-9679,Montreal, Canada,"['Android', 'Desktop']"
543,Esme,Krueger,Esme.Krueger@example.com,173-138-2227,Toronto, Canada,"['Android', 'Iphone']"
550,Prince,Sharp,Prince.Sharp@example.com,886-278-8764,Montreal, Canada,"['Desktop', 'Iphone']"
551,Donovan,Evans,Donovan.Evans@example.com,729-134-2962,Montreal, Canada,['Iphone']
552,Daniel,Reid,Daniel.Reid@example.com,753-936-1634,Paris, France,['Android']
559,Cecilia,Edwards,Cecilia.Edwards@example.com,941-963-8256,London, United Kingdom,"['Android', 'Desktop', 'Iphone']"
567,Macy,King,Macy.King@example.com,475-826-7209,Montreal, Canada,['Android']
574,Kevin,Sherman,Kevin.Sherman@example.com,185-617-6120,Barcelona, Spain,['Iphone']
578,Demi,Callahan,Demi.Callahan@example.com,713-176-8275,Toronto, Canada,['Android']
579,Sufyaan,Castillo,Sufyaan.Castillo@example.com,412-479-8766,Montreal, Canada,"['Android', 'Desktop']"
580,Aayan,Donovan,Aayan.Donovan@example.com,476-401-9860,Paris, France,"['Android', 'Desktop']"
585,Sufyan,Guzman,Sufyan.Guzman@example.com,125-583-6823,Montreal, Canada,"['Desktop', 'Iphone']"
586,Casey,Finley,Casey.Finley@example.com,306-893-4689,London, United Kingdom,"['Android', 'Desktop', 'Iphone']"
591,Annalise,Stephens,Annalise.Stephens@example.com,853-224-1381,Toronto, Canada,"['Desktop', 'Iphone']"
592,Jamil,Shepherd,Jamil.Shepherd@example.com,298-276-5058,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
593,Danyal,Lang,Danyal.Lang@example.com,629-875-4423,Toronto, Canada,"['Desktop', 'Iphone']"
594,Barry,Reilly,Barry.Reilly@example.com,117-863-9669,Montreal, Canada,['Desktop']
599,Astrid,Delgado,Astrid.Delgado@example.com,641-317-3741,London, United Kingdom,"['Android', 'Desktop', 'Iphone']"
606,Bertha,Walsh,Bertha.Walsh@example.com,129-506-2067,London, United Kingdom,"['Android', 'Iphone']"
608,Rishi,Barron,Rishi.Barron@example.com,331-128-4346,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
609,Taylor,Leon,Taylor.Leon@example.com,857-418-9149,Paris, France,['Android']
612,Rabia,Parsons,Rabia.Parsons@example.com,244-470-8381,Montreal, Canada,['Android']
613,Larissa,Perez,Larissa.Perez@example.com,742-168-6071,London, United Kingdom,"['Android', 'Desktop']"
614,Ibrahim,Robertson,Ibrahim.Robertson@example.com,603-299-3596,Barcelona, Spain,"['Android', 'Desktop', 'Iphone']"
620,Neo,Lara,Neo.Lara@example.com,276-319-4768,Toronto, Canada,"['Android', 'Iphone']"
625,Diane,Kelly,Diane.Kelly@example.com,219-449-5089,Montreal, Canada,"['Android', 'Iphone']"
628,Nancy,Stuart,Nancy.Stuart@example.com,301-686-1705,Paris, France,['Iphone']
635,Hazel,Yoder,Hazel.Yoder@example.com,839-203-3903,London, United Kingdom,['Android']
636,Amber,Gonzalez,Amber.Gonzalez@example.com,884-628-1984,London, United Kingdom,['Desktop']
641,Kacie,Morse,Kacie.Morse@example.com,108-917-7237,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
642,Seth,Walter,Seth.Walter@example.com,988-932-7592,London, United Kingdom,['Iphone']
643,Lauren,Ashley,Lauren.Ashley@example.com,564-133-8260,London, United Kingdom,"['Desktop', 'Iphone']"
645,Gary,Richards,Gary.Richards@example.com,970-902-7934,Toronto, Canada,"['Android', 'Iphone']"
649,Zaynah,Wong,Zaynah.Wong@example.com,597-835-8978,Paris, France,"['Android', 'Iphone']"
650,Cormac,Greer,Cormac.Greer@example.com,722-120-7628,Paris, France,"['Desktop', 'Iphone']"
661,Vera,Walker,Vera.Walker@example.com,516-811-2158,London, United Kingdom,"['Desktop', 'Iphone']"
664,Zara,Oconnell,Zara.Oconnell@example.com,543-537-6044,Toronto, Canada,['Android']
669,Abdirahman,Marsh,Abdirahman.Marsh@example.com,653-601-4374,Toronto, Canada,['Iphone']
681,Lucas,Burke,Lucas.Burke@example.com,321-512-2703,Toronto, Canada,"['Desktop', 'Iphone']"
687,Thea,Suarez,Thea.Suarez@example.com,647-211-7337,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
689,Kayla,Jones,Kayla.Jones@example.com,579-756-1305,London, United Kingdom,"['Android', 'Iphone']"
691,Brett,Landry,Brett.Landry@example.com,213-171-7560,Barcelona, Spain,['Iphone']
695,Xander,Levine,Xander.Levine@example.com,790-969-1579,Toronto, Canada,"['Desktop', 'Iphone']"
703,Wade,Hancock,Wade.Hancock@example.com,245-455-9119,London, United Kingdom,"['Android', 'Desktop', 'Iphone']"
704,Nicholas,Thomson,Nicholas.Thomson@example.com,936-615-3052,Toronto, Canada,['Iphone']
707,Muhammad,Henry,Muhammad.Henry@example.com,298-612-6847,Paris, France,"['Android', 'Desktop', 'Iphone']"
712,Bronte,Mendoza,Bronte.Mendoza@example.com,323-783-6615,Toronto, Canada,"['Android', 'Iphone']"
714,Isla,Barber,Isla.Barber@example.com,860-505-2643,Toronto, Canada,['Iphone']
715,Oliver,Garner,Oliver.Garner@example.com,937-976-2511,Paris, France,"['Desktop', 'Iphone']"
716,Barnaby,Wagner,Barnaby.Wagner@example.com,974-500-4168,Montreal, Canada,['Desktop']
721,Hannah,Roman,Hannah.Roman@example.com,331-750-4621,London, United Kingdom,['Iphone']
723,Yash,Mcleod,Yash.Mcleod@example.com,270-525-3291,London, United Kingdom,['Android']
724,Mae,Barry,Mae.Barry@example.com,501-577-5306,London, United Kingdom,['Iphone']
726,Aya,Weeks,Aya.Weeks@example.com,466-888-7144,Toronto, Canada,"['Android', 'Iphone']"
727,Dawn,Cisneros,Dawn.Cisneros@example.com,375-337-2745,Toronto, Canada,['Desktop']
729,Abigail,Medina,Abigail.Medina@example.com,857-602-1192,London, United Kingdom,"['Android', 'Desktop']"
730,Rhodri,Haley,Rhodri.Haley@example.com,574-869-4715,London, United Kingdom,['Iphone']
736,Chantelle,Holt,Chantelle.Holt@example.com,256-585-1002,Paris, France,"['Android', 'Desktop']"
738,Gertrude,Mcgrath,Gertrude.Mcgrath@example.com,364-150-1035,Toronto, Canada,"['Android', 'Iphone']"
741,Millicent,Solomon,Millicent.Solomon@example.com,597-434-8108,Paris, France,"['Desktop', 'Iphone']"
754,Adem,Kerr,Adem.Kerr@example.com,219-873-6077,Toronto, Canada,['Iphone']
757,Bill,Andersen,Bill.Andersen@example.com,962-770-1270,Toronto, Canada,"['Android', 'Iphone']"
759,Martina,Steele,Martina.Steele@example.com,349-841-5113,Paris, France,['Desktop']
763,Huda,Crane,Huda.Crane@example.com,243-321-6881,Toronto, Canada,"['Android', 'Desktop']"
766,Sasha,Berger,Sasha.Berger@example.com,492-295-4570,London, United Kingdom,['Android']
768,Caleb,Obrien,Caleb.Obrien@example.com,223-387-1014,Toronto, Canada,"['Android', 'Iphone']"
779,Krish,Hutchinson,Krish.Hutchinson@example.com,405-788-7051,London, United Kingdom,"['Android', 'Desktop', 'Iphone']"
782,Paula,West,Paula.West@example.com,345-217-2266,London, United Kingdom,['Iphone']
784,Tiana,Decker,Tiana.Decker@example.com,255-136-3687,London, United Kingdom,"['Desktop', 'Iphone']"
785,Kara,Shelton,Kara.Shelton@example.com,837-651-6819,Paris, France,"['Android', 'Desktop', 'Iphone']"
788,Ted,Eaton,Ted.Eaton@example.com,534-915-3617,Paris, France,['Desktop']
791,Aoife,Davidson,Aoife.Davidson@example.com,628-333-9139,London, United Kingdom,['Android']
797,Lilian,Strickland,Lilian.Strickland@example.com,925-438-1993,Toronto, Canada,"['Android', 'Desktop']"
798,Brenda,Deleon,Brenda.Deleon@example.com,997-981-2043,Paris, France,['Iphone']
800,Olivier,Thornton,Olivier.Thornton@example.com,401-494-6634,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
804,Amin,Petersen,Amin.Petersen@example.com,680-177-1233,London, United Kingdom,['Desktop']
806,Miriam,Stuart,Miriam.Stuart@example.com,846-333-2100,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
809,Abdullahi,Carson,Abdullahi.Carson@example.com,632-547-8327,Toronto, Canada,"['Android', 'Desktop', 'Iphone']"
816,Albie,Larson,Albie.Larson@example.com,252-910-3152,Barcelona, Spain,"['Android', 'Iphone']"
818,Alexander,Reid,Alexander.Reid@example.com,842-314-3728,Montreal, Canada,"['Desktop', 'Iphone']"
821,Riley,Fletcher,Riley.Fletcher@example.com,522-750-5985,London, United Kingdom,['Android']
825,Chiara,Ho,Chiara.Ho@example.com,279-331-5254,Montreal, Canada,['Iphone']
842,Nancy,Blair,Nancy.Blair@example.com,434-174-7916,Toronto, Canada,"['Desktop', 'Iphone']"
843,Tiffany,Griffith,Tiffany.Griffith@example.com,201-302-5165,Paris, France,['Android']
858,Simon,Santiago,Simon.Santiago@example.com,471-290-4198,Paris, France,"['Android', 'Desktop']"
859,Sameer,Watkins,Sameer.Watkins@example.com,982-313-9358,Montreal, Canada,['Desktop']
860,Anton,Hartman,Anton.Hartman@example.com,708-986-9234,London, United Kingdom,"['Android', 'Desktop', 'Iphone']"
863,Mya,Delgado,Mya.Delgado@example.com,760-931-9269,London, United Kingdom,['Iphone']
869,Bibi,Weaver,Bibi.Weaver@example.com,956-787-2725,Paris, France,"['Android', 'Iphone']"
872,Tomasz,Baker,Tomasz.Baker@example.com,778-642-7614,Barcelona, Spain,"['Android', 'Desktop']"
874,Alasdair,Mckinney,Alasdair.Mckinney@example.com,608-300-8331,Montreal, Canada,"['Android', 'Desktop']"
876,Serena,Lewis,Serena.Lewis@example.com,730-187-7131,Montreal, Canada,"['Android', 'Desktop', 'Iphone']"
891,Cordelia,Serrano,Cordelia.Serrano@example.com,950-319-1013,London, United Kingdom,"['Android', 'Desktop']"
